OBJECTID,tmc,speed_limit
4284,129-05685,40
4285,129-05686,35
4286,129-05687,35
4287,129-05688,40
4288,129-05693,30
4289,129-05694,30
4290,129-05695,30
4291,129-05696,35
4292,129-05698,30
4293,129-05699,35
4294,129-05701,40
4295,129-05702,40
4296,129-05703,40
4297,129-05704,35
4298,129-05705,35
4299,129-05706,30
4300,129-05707,30
4301,129-05708,35
4302,129-05709,30
4303,129-05710,35
4304,129-05788,30
4305,129-05790,30
4306,129-05791,30
4307,129-05792,30
4308,129-05794,30
4309,129-05796,40
4310,129-05810,30
4311,129-05816,40
4312,129-05817,30
4313,129-05823,45
4314,129-05824,45
4315,129-05825,35
4316,129-05866,55
4317,129-06280,40
4318,129-06281,40
4319,129-06316,40
4320,129-06317,40
4321,129-06318,25
4322,129-06324,40
4323,129-06325,45
4324,129-06326,30
4325,129-06327,45
4326,129-06330,30
4327,129-06331,40
4328,129-06332,45
4329,129-06336,40
4330,129-06337,45
4331,129-06337,45
4332,129-06345,45
4333,129-06366,25
4334,129-06370,45
4335,129-06371,35
4336,129-06372,30
4337,129-06373,25
4338,129-06374,35
4339,129-06375,25
4340,129-06419,25
4341,129-06419,25
4342,129-06420,35
4343,129-06474,30
4344,129-06475,45
4345,129-06476,40
4346,129-06478,30
4347,129-06482,35
4348,129-06483,40
4349,129-06484,40
4350,129-06485,45
4351,129-06845,45
4352,129-06846,50
4353,129-06847,50
4354,129-06848,55
4355,129-07604,40
4356,129-07607,35
4357,129-07608,45
4358,129-07609,45
4359,129-07632,45
4360,129-07633,45
4361,129-07634,30
4362,129-07635,50
4363,129-07636,45
4364,129-08059,35
4365,129-08060,40
4366,129-08061,35
4367,129-08062,25
4368,129-08063,35
4369,129-08064,45
4370,129-08065,45
4371,129-08066,50
4372,129-08067,50
4373,129-08068,50
4374,129-08069,50
4375,129-08070,35
4376,129-08071,45
4377,129-08072,45
4378,129-08073,40
4379,129-08074,35
4380,129-08075,35
4381,129-08076,30
4382,129-08113,40
4383,129-08114,30
4384,129-08116,45
4385,129-08117,45
4386,129-08118,45
4387,129-08120,45
4388,129-08121,45
4389,129-08122,35
4390,129-08123,30
4391,129-08124,30
4392,129-08125,25
4393,129-08127,45
4394,129-08128,40
4395,129-08129,35
4396,129-08130,30
4397,129-08160,40
4398,129-08161,30
4399,129-08162,30
4400,129-08164,40
4401,129-08165,40
4402,129-08166,45
4403,129-08167,40
4404,129-08168,25
4405,129-08169,40
4406,129-08171,30
4407,129-08172,35
4408,129-08173,40
4409,129-08174,40
4410,129-08175,35
4411,129-08176,30
4412,129-08177,35
4413,129-08178,25
4414,129-08179,30
4415,129-08287,35
4416,129-08288,40
4417,129-08289,35
4418,129-08290,35
4419,129-08291,40
4420,129-08292,40
4421,129-08293,35
4422,129-08294,40
4423,129-08305,40
4424,129-08306,45
4425,129-08307,45
4426,129-08308,50
4427,129-08309,45
4428,129-08310,35
4429,129-08311,45
4430,129-08312,40
4431,129-08313,35
4432,129-08314,40
4433,129-08315,35
4434,129-08316,45
4435,129-08317,35
4436,129-08318,35
4437,129-08319,35
4438,129-08320,35
4439,129-08321,35
4440,129-08322,35
4441,129-08405,35
4442,129-08456,30
4443,129-08456,30
4444,129-08461,35
4445,129-08567,30
4446,129-08596,30
4447,129-08596,30
4448,129-08672,45
4449,129-08673,40
4450,129-08674,30
4451,129-08675,30
4452,129-08676,50
4453,129-08677,25
4454,129-08681,30
4455,129-08682,30
4456,129-08683,30
4457,129-08685,35
4458,129-08686,35
4459,129-08687,40
4460,129-08688,40
4461,129-08689,50
4462,129-08690,30
4463,129-08691,40
4464,129-08697,30
4465,129-08698,30
4466,129-08701,20
4467,129-08702,25
4468,129-08703,20
4469,129-08704,20
4470,129-08705,20
4471,129-08706,35
4472,129-08707,30
4473,129-08707,30
4474,129-08708,25
4475,129-08716,25
4476,129-08717,30
4477,129-08718,35
4478,129-08719,30
4479,129-08720,35
4480,129-08724,30
4481,129-08740,40
4482,129-08741,40
4483,129-08758,30
4484,129-08759,25
4485,129-08764,35
4486,129-08765,30
4487,129-08767,30
4488,129-08768,35
4489,129-08769,30
4490,129-08771,35
4491,129-08772,35
4492,129-08773,40
4493,129-08774,40
4494,129-08775,35
4495,129-08776,35
4496,129-08784,30
4497,129-08785,30
4498,129-08786,30
4499,129-08790,30
4500,129-08791,30
4501,129-08795,25
4502,129-08796,30
4503,129-08797,40
4504,129-08798,35
4505,129-08799,40
4506,129-08820,35
4507,129-08821,35
4508,129-08822,30
4509,129-08823,45
4510,129-08824,40
4511,129-08826,30
4512,129-08827,40
4513,129-08828,40
4514,129-08829,25
4515,129-08830,45
4516,129-08831,45
4517,129-08832,45
4518,129-08833,35
4519,129-08834,35
4520,129-08835,35
4521,129-08838,35
4522,129-08839,30
4523,129-08840,30
4524,129-08845,35
4525,129-08847,40
4526,129-08906,35
4527,129-08907,30
4528,129-08923,50
4529,129-08924,40
4530,129-08926,40
4531,129-08927,35
4532,129-08928,25
4533,129-08930,35
4534,129-08931,35
4535,129-08932,30
4536,129-08933,35
4537,129-08934,30
4538,129-08935,25
4539,129-08936,30
4540,129-08937,40
4541,129-08939,25
4542,129-08940,30
4543,129-08940,30
4544,129-08941,35
4545,129-08942,30
4546,129-08943,25
4547,129-08944,20
4548,129-08945,25
4549,129-08946,25
4550,129-08947,35
4551,129-08948,35
4552,129-08949,30
4553,129-08950,35
4554,129-08953,40
4555,129-08954,35
4556,129-08955,40
4557,129-08956,30
4558,129-08960,35
4559,129-08961,35
4560,129-08962,35
4561,129-08974,35
4562,129-08975,40
4563,129-08976,30
4564,129-08977,40
4565,129-08978,40
4566,129-08979,25
4567,129-08987,35
4568,129-08988,35
4569,129-08989,35
4570,129-08990,35
4571,129-08992,30
4572,129-09019,40
4573,129-09020,35
4574,129-09021,35
4575,129-09022,35
4576,129-09023,35
4577,129-09024,40
4578,129-09025,30
4579,129-09026,35
4580,129-09027,30
4581,129-09028,40
4582,129-09029,40
4583,129-09030,30
4584,129-09047,30
4585,129-09048,55
4586,129-09049,30
4587,129-09050,30
4588,129-09051,30
4589,129-09052,35
4590,129-09073,35
4591,129-09074,35
4592,129-09076,30
4593,129-09077,30
4594,129-09078,40
4595,129-09079,40
4596,129-09281,40
4597,129-09282,35
4598,129-09551,40
4599,129-09568,40
4600,129-09569,30
4601,129-09895,40
4602,129-09900,45
4603,129-09901,40
4604,129-09902,35
4605,129-09903,40
4606,129-09904,25
4607,129-09905,35
4608,129-09906,35
4609,129-09907,40
4610,129-09908,40
4611,129-09909,40
4612,129-10060,40
4613,129-10092,35
4614,129-10093,35
4615,129-10094,35
4616,129-10200,30
4617,129-10201,40
4618,129-10202,25
4619,129-10203,45
4620,129-10204,50
4621,129-10205,50
4622,129-10206,45
4623,129-10207,35
4624,129-10208,40
4625,129-10209,40
4626,129-10210,35
4627,129-10211,30
4628,129-10212,45
4629,129-10213,30
4630,129-10214,40
4631,129-10238,30
4632,129-10249,30
4633,129-10409,30
4634,129-10410,35
4635,129-11331,45
4636,129-11332,35
4637,129-11333,30
4638,129-11334,40
4639,129-11335,30
4640,129-11336,35
4641,129-11337,45
4642,129-13226,65
4643,129-13227,65
4644,129-14199,45
4645,129-14212,30
4646,129-14217,55
4647,129-14226,30
4648,129-15450,30
4649,129-15504,35
4650,129-16182,65
4651,129+04102,55
4652,129+04104,55
4653,129+04105,55
4654,129+04106,55
4655,129+04107,55
4656,129+04108,55
4657,129+04109,55
4658,129+04110,55
4659,129+04111,55
4660,129+04112,55
4661,129+04113,55
4662,129+04114,45
4663,129+04115,45
4664,129+04116,45
4665,129+04117,45
4666,129+04118,45
4667,129+04119,45
4668,129+04120,45
4669,129+04121,45
4670,129+04122,45
4671,129+04123,45
4672,129+04124,45
4673,129+04127,55
4674,129+04128,55
4675,129+04129,55
4676,129+04130,55
4677,129+04131,65
4678,129+04132,65
4679,129+04133,65
4680,129+04134,65
4681,129+04135,65
4682,129+04136,65
4683,129+04137,65
4684,129+04138,65
4685,129+04139,65
4686,129+04140,65
4687,129+04141,65
4688,129+04142,65
4689,129+04143,65
4690,129+04144,65
4691,129+04145,65
4692,129+04146,65
4693,129+04178,60
4694,129+04179,60
4695,129+04180,60
4696,129+04181,60
4697,129+04182,60
4698,129+04183,60
4699,129+04184,60
4700,129+04185,60
4701,129+04186,60
4702,129+04187,60
4703,129+04188,60
4704,129+04189,60
4705,129+04190,60
4706,129+04191,60
4707,129+04192,60
4708,129+04193,60
4709,129+04194,55
4710,129+04195,55
4711,129+04243,55
4712,129+04244,55
4713,129+04245,55
4714,129+04246,55
4715,129+04247,55
4716,129+04248,55
4717,129+04249,55
4718,129+04250,55
4719,129+04251,55
4720,129+04252,55
4721,129+04253,55
4722,129+04254,55
4723,129+04255,55
4724,129+04263,40
4725,129+04264,50
4726,129+04265,55
4727,129+04266,55
4728,129+04268,55
4729,129+04269,55
4730,129+04270,55
4731,129+04271,55
4732,129+04272,35
4733,129+04274,65
4734,129+04275,65
4735,129+04276,65
4736,129+04277,65
4737,129+04278,65
4738,129+04279,65
4739,129+04280,65
4740,129+04281,65
4741,129+04282,65
4742,129+04283,65
4743,129+04284,65
4744,129+04285,65
4745,129+04286,65
4746,129+04287,65
4747,129+04288,65
4748,129+04289,65
4749,129+04290,65
4750,129+04291,65
4751,129+04292,65
4752,129+04293,65
4753,129+04294,65
4754,129+04295,65
4755,129+04296,65
4756,129+04297,65
4757,129+04298,65
4758,129+04299,65
4759,129+04300,65
4760,129+04301,65
4761,129+04302,65
4762,129+04303,65
4763,129+04304,65
4764,129+04305,65
4765,129+04306,65
4766,129+04307,65
4767,129+04308,65
4768,129+04309,65
4769,129+04310,65
4770,129+04311,65
4771,129+04312,55
4772,129+04313,55
4773,129+04314,55
4774,129+04315,60
4775,129+04316,65
4776,129+04317,65
4777,129+04318,65
4778,129+04319,65
4779,129+04320,65
4780,129+04321,65
4781,129+04322,65
4782,129+04323,65
4783,129+04324,65
4784,129+04325,60
4785,129+04327,50
4786,129+04328,50
4787,129+04329,50
4788,129+04331,55
4789,129+04332,55
4790,129+04333,55
4791,129+04334,55
4792,129+04335,55
4793,129+04336,55
4794,129+04337,55
4795,129+04338,55
4796,129+04400,30
4797,129+04401,55
4798,129+04402,55
4799,129+04403,55
4800,129+04404,55
4801,129+04405,55
4802,129+04406,55
4803,129+04407,55
4804,129+04408,55
4805,129+04410,25
4806,129+04411,25
4807,129+04412,25
4808,129+04413,25
4809,129+04414,30
4810,129+04415,35
4811,129+04416,45
4812,129+04417,50
4813,129+04418,50
4814,129+04419,50
4815,129+04420,55
4816,129+04421,50
4817,129+04442,65
4818,129+04443,65
4819,129+04444,65
4820,129+04445,65
4821,129+04446,65
4822,129+04447,65
4823,129+04448,65
4824,129+04449,65
4825,129+04450,65
4826,129+04451,65
4827,129+04460,65
4828,129+04461,65
4829,129+04462,65
4830,129+04479,45
4831,129+04480,55
4832,129+04481,55
4833,129+04613,65
4834,129+04614,65
4835,129+04615,65
4836,129+04624,65
4837,129+04625,65
4838,129+04626,65
4839,129+04627,65
4840,129+04628,65
4841,129+04638,55
4842,129+04639,55
4843,129+04640,55
4844,129+04641,55
4845,129+04642,55
4846,129+04643,55
4847,129+04644,55
4848,129+04663,55
4849,129+04664,55
4850,129+04665,55
4851,129+04666,55
4852,129+04667,55
4853,129+04743,45
4854,129+04745,45
4855,129+04746,45
4856,129+04747,45
4857,129+04747,45
4858,129+04748,45
4859,129+04748,45
4860,129+04749,45
4861,129+04749,45
4862,129+04750,45
4863,129+04750,45
4864,129+04751,45
4865,129+04751,45
4866,129+04752,40
4867,129+04752,40
4868,129+04753,45
4869,129+04754,45
4870,129+04755,45
4871,129+04756,45
4872,129+04760,55
4873,129+04769,50
4874,129+04770,50
4875,129+04771,50
4876,129+04772,50
4877,129+04773,50
4878,129+04774,50
4879,129+04775,50
4880,129+04776,50
4881,129+04777,50
4882,129+04778,50
4883,129+04779,50
4884,129+04780,50
4885,129+04781,50
4886,129+04782,50
4887,129+04783,50
4888,129+04784,50
4889,129+04785,50
4890,129+04786,50
4891,129+04787,45
4892,129+04788,55
4893,129+04789,50
4894,129+04790,50
4895,129+04791,50
4896,129+04792,50
4897,129+04793,40
4898,129+04794,45
4899,129+04795,55
4900,129+04796,45
4901,129+04797,45
4902,129+04798,45
4903,129+04799,50
4904,129+04800,50
4905,129+04801,50
4906,129+04802,45
4907,129+04804,50
4908,129+04805,50
4909,129+04806,45
4910,129+04807,45
4911,129+04808,50
4912,129+04809,45
4913,129+04810,50
4914,129+04811,50
4915,129+04812,50
4916,129+04813,40
4917,129+04816,40
4918,129+04817,50
4919,129+04818,45
4920,129+04819,45
4921,129+04820,40
4922,129+04821,40
4923,129+04822,50
4924,129+04823,40
4925,129+04824,40
4926,129+04825,40
4927,129+04826,50
4928,129+04827,45
4929,129+04828,50
4930,129+04829,45
4931,129+04830,45
4932,129+04831,45
4933,129+04832,40
4934,129+04833,45
4935,129+04834,50
4936,129+04835,40
4937,129+04836,35
4938,129+04837,35
4939,129+04838,35
4940,129+04839,35
4941,129+04840,30
4942,129+05315,45
4943,129+05316,40
4944,129+05317,40
4945,129+05318,40
4946,129+05320,35
4947,129+05321,35
4948,129+05322,35
4949,129+05323,35
4950,129+05367,45
4951,129+05368,35
4952,129+05369,30
4953,129+05370,30
4954,129+05371,40
4955,129+05372,50
4956,129+05374,40
4957,129+05375,30
4958,129+05376,30
4959,129+05377,35
4960,129+05378,40
4961,129+05379,45
4962,129+05380,40
4963,129+05381,35
4964,129+05382,35
4965,129+05385,30
4966,129+05533,45
4967,129+05536,35
4968,129+05537,45
4969,129+05538,45
4970,129+05539,45
4971,129+05540,45
4972,129+05541,45
4973,129+05572,30
4974,129+05573,30
4975,129+05574,30
4976,129+05575,45
4977,129+05576,45
4978,129+05578,20
4979,129+05579,25
4980,129+05580,35
4981,129+05584,40
4982,129+05595,45
4983,129+05596,55
4984,129+05597,30
4985,129+05598,35
4986,129+05599,45
4987,129+05600,45
4988,129+05601,45
4989,129+05602,45
4990,129+05603,40
4991,129+05604,40
4992,129+05605,40
4993,129+05607,30
4994,129+05608,45
4995,129+05609,40
4996,129+05610,40
4997,129+05611,30
4998,129+05612,40
4999,129+05641,30
5000,129+05642,35
5001,129+05643,25
5002,129+05644,40
5003,129+05645,45
5004,129+05646,35
5005,129+05647,45
5006,129+05648,35
5007,129+05649,30
5008,129+05650,30
5009,129+05651,35
5010,129+05654,30
5011,129+05655,25
5012,129+05656,40
5013,129+05657,35
5014,129+05658,30
5015,129+05670,45
5016,129+05671,40
5017,129+05672,40
5018,129+05673,35
5019,129+05674,40
5020,129+05675,40
5021,129+05680,45
5022,129+05681,30
5023,129+05684,35
5024,129+05685,40
5025,129+05686,40
5026,129+05687,35
5027,129+05688,35
5028,129+05689,40
5029,129+05692,55
5030,129+05693,40
5031,129+05694,30
5032,129+05695,30
5033,129+05696,30
5034,129+05697,35
5035,129+05699,30
5036,129+05700,35
5037,129+05702,40
5038,129+05703,40
5039,129+05704,40
5040,129+05705,35
5041,129+05706,35
5042,129+05707,30
5043,129+05708,30
5044,129+05709,35
5045,129+05710,30
5046,129+05789,45
5047,129+05791,30
5048,129+05792,30
5049,129+05795,30
5050,129+05796,40
5051,129+05810,35
5052,129+05817,30
5053,129+05818,40
5054,129+05825,45
5055,129+05825,45
5056,129+05867,55
5057,129+06280,45
5058,129+06281,35
5059,129+06315,40
5060,129+06317,35
5061,129+06318,35
5062,129+06324,40
5063,129+06325,40
5064,129+06326,40
5065,129+06327,40
5066,129+06330,30
5067,129+06331,40
5068,129+06332,40
5069,129+06338,35
5070,129+06345,35
5071,129+06365,35
5072,129+06366,45
5073,129+06367,35
5074,129+06368,45
5075,129+06369,40
5076,129+06370,40
5077,129+06371,35
5078,129+06372,35
5079,129+06373,35
5080,129+06375,40
5081,129+06419,30
5082,129+06420,25
5083,129+06420,25
5084,129+06473,30
5085,129+06474,35
5086,129+06475,50
5087,129+06476,45
5088,129+06477,30
5089,129+06478,25
5090,129+06481,40
5091,129+06483,40
5092,129+06484,40
5093,129+06485,40
5094,129+06845,50
5095,129+06846,45
5096,129+06847,50
5097,129+06848,50
5098,129+06849,50
5099,129+07605,40
5100,129+07608,35
5101,129+07609,45
5102,129+07633,45
5103,129+07634,45
5104,129+07635,30
5105,129+07636,50
5106,129+08060,35
5107,129+08061,40
5108,129+08062,35
5109,129+08063,25
5110,129+08064,35
5111,129+08065,45
5112,129+08066,45
5113,129+08067,50
5114,129+08068,50
5115,129+08069,50
5116,129+08070,50
5117,129+08071,35
5118,129+08072,45
5119,129+08073,45
5120,129+08074,40
5121,129+08075,35
5122,129+08076,35
5123,129+08077,30
5124,129+08114,40
5125,129+08115,30
5126,129+08117,45
5127,129+08118,45
5128,129+08119,45
5129,129+08121,45
5130,129+08122,45
5131,129+08123,35
5132,129+08124,30
5133,129+08125,30
5134,129+08126,25
5135,129+08128,45
5136,129+08161,40
5137,129+08162,30
5138,129+08163,20
5139,129+08165,40
5140,129+08166,40
5141,129+08167,45
5142,129+08168,40
5143,129+08169,25
5144,129+08170,40
5145,129+08172,30
5146,129+08173,35
5147,129+08174,35
5148,129+08175,40
5149,129+08176,35
5150,129+08177,30
5151,129+08178,35
5152,129+08179,25
5153,129+08180,30
5154,129+08181,30
5155,129+08220,45
5156,129+08288,35
5157,129+08289,40
5158,129+08290,35
5159,129+08291,35
5160,129+08292,40
5161,129+08293,40
5162,129+08294,35
5163,129+08295,40
5164,129+08306,40
5165,129+08307,45
5166,129+08308,45
5167,129+08309,50
5168,129+08310,45
5169,129+08311,35
5170,129+08312,45
5171,129+08313,40
5172,129+08314,35
5173,129+08315,40
5174,129+08316,35
5175,129+08317,45
5176,129+08318,35
5177,129+08319,35
5178,129+08320,35
5179,129+08322,35
5180,129+08323,35
5181,129+08459,30
5182,129+08460,35
5183,129+08460,35
5184,129+08461,30
5185,129+08461,30
5186,129+08462,35
5187,129+08567,30
5188,129+08568,30
5189,129+08673,45
5190,129+08674,40
5191,129+08675,30
5192,129+08676,30
5193,129+08677,50
5194,129+08682,30
5195,129+08683,30
5196,129+08684,30
5197,129+08685,30
5198,129+08686,35
5199,129+08687,35
5200,129+08688,40
5201,129+08689,40
5202,129+08690,50
5203,129+08691,30
5204,129+08692,40
5205,129+08697,30
5206,129+08698,30
5207,129+08699,30
5208,129+08702,20
5209,129+08703,25
5210,129+08705,20
5211,129+08706,20
5212,129+08707,35
5213,129+08708,25
5214,129+08708,25
5215,129+08709,25
5216,129+08717,25
5217,129+08718,30
5218,129+08719,35
5219,129+08720,35
5220,129+08721,40
5221,129+08740,35
5222,129+08741,40
5223,129+08742,40
5224,129+08760,25
5225,129+08765,35
5226,129+08766,30
5227,129+08768,30
5228,129+08769,35
5229,129+08770,30
5230,129+08772,35
5231,129+08773,35
5232,129+08774,45
5233,129+08775,40
5234,129+08776,35
5235,129+08777,35
5236,129+08785,30
5237,129+08786,30
5238,129+08787,30
5239,129+08790,30
5240,129+08791,30
5241,129+08792,30
5242,129+08793,30
5243,129+08794,30
5244,129+08795,25
5245,129+08796,25
5246,129+08797,30
5247,129+08798,40
5248,129+08799,35
5249,129+08800,40
5250,129+08821,35
5251,129+08822,35
5252,129+08824,45
5253,129+08825,40
5254,129+08827,35
5255,129+08831,45
5256,129+08832,45
5257,129+08833,45
5258,129+08834,35
5259,129+08835,35
5260,129+08836,35
5261,129+08837,35
5262,129+08838,35
5263,129+08839,35
5264,129+08840,30
5265,129+08841,30
5266,129+08845,35
5267,129+08846,35
5268,129+08848,40
5269,129+08900,40
5270,129+08901,35
5271,129+08902,40
5272,129+08903,40
5273,129+08904,30
5274,129+08905,40
5275,129+08907,35
5276,129+08908,30
5277,129+08909,30
5278,129+08910,40
5279,129+08924,50
5280,129+08925,40
5281,129+08926,30
5282,129+08927,40
5283,129+08928,35
5284,129+08929,25
5285,129+08930,25
5286,129+08931,35
5287,129+08932,35
5288,129+08936,25
5289,129+08937,30
5290,129+08938,40
5291,129+08940,25
5292,129+08941,30
5293,129+08941,30
5294,129+08942,35
5295,129+08943,30
5296,129+08944,25
5297,129+08945,20
5298,129+08946,25
5299,129+08947,25
5300,129+08948,35
5301,129+08949,35
5302,129+08950,30
5303,129+08951,35
5304,129+08953,40
5305,129+08954,40
5306,129+08955,35
5307,129+08956,40
5308,129+08957,30
5309,129+08962,35
5310,129+08963,35
5311,129+08964,25
5312,129+08973,40
5313,129+08974,35
5314,129+08975,35
5315,129+08976,40
5316,129+08977,30
5317,129+08978,40
5318,129+08979,40
5319,129+08980,25
5320,129+08987,30
5321,129+08987,30
5322,129+08988,35
5323,129+08989,35
5324,129+08990,35
5325,129+08991,35
5326,129+08992,30
5327,129+08993,30
5328,129+09019,40
5329,129+09020,40
5330,129+09021,35
5331,129+09022,35
5332,129+09023,35
5333,129+09024,35
5334,129+09025,40
5335,129+09026,30
5336,129+09027,35
5337,129+09028,30
5338,129+09029,40
5339,129+09030,40
5340,129+09031,30
5341,129+09048,30
5342,129+09049,55
5343,129+09050,30
5344,129+09052,30
5345,129+09053,35
5346,129+09074,35
5347,129+09075,35
5348,129+09076,35
5349,129+09077,30
5350,129+09078,30
5351,129+09079,40
5352,129+09080,40
5353,129+09183,50
5354,129+09282,40
5355,129+09283,35
5356,129+09551,45
5357,129+09568,40
5358,129+09569,35
5359,129+09901,45
5360,129+09902,40
5361,129+09906,35
5362,129+09907,35
5363,129+09935,35
5364,129+09936,25
5365,129+09937,35
5366,129+09938,30
5367,129+09939,25
5368,129+09940,30
5369,129+09941,30
5370,129+10009,35
5371,129+10061,40
5372,129+10093,35
5373,129+10094,35
5374,129+10095,35
5375,129+10201,30
5376,129+10202,40
5377,129+10203,25
5378,129+10204,45
5379,129+10205,50
5380,129+10206,50
5381,129+10207,45
5382,129+10208,35
5383,129+10209,40
5384,129+10210,40
5385,129+10211,35
5386,129+10212,30
5387,129+10213,45
5388,129+10214,30
5389,129+10215,40
5390,129+10239,30
5391,129+10250,30
5392,129+10410,30
5393,129+10411,35
5394,129+11332,45
5395,129+11333,25
5396,129+11334,30
5397,129+11335,40
5398,129+11336,30
5399,129+11337,35
5400,129+11338,45
5401,129+13227,65
5402,129+13228,65
5403,129+14199,45
5404,129+14212,30
5405,129+14217,50
5406,129+14226,25
5407,129+15397,40
5408,129+15504,35
5409,129+16182,65
5410,129N04104,55
5411,129N04105,55
5412,129N04106,55
5413,129N04107,55
5414,129N04108,55
5415,129N04109,55
5416,129N04110,55
5417,129N04111,55
5418,129N04112,55
5419,129N04113,55
5420,129N04114,45
5421,129N04115,45
5422,129N04116,45
5423,129N04117,45
5424,129N04119,45
5425,129N04120,45
5426,129N04121,45
5427,129N04124,45
5428,129N04125,45
5429,129N04126,55
5430,129N04127,55
5431,129N04128,55
5432,129N04129,55
5433,129N04130,55
5434,129N04131,65
5435,129N04132,65
5436,129N04133,65
5437,129N04134,65
5438,129N04135,65
5439,129N04136,65
5440,129N04137,65
5441,129N04138,65
5442,129N04139,65
5443,129N04140,65
5444,129N04141,65
5445,129N04142,65
5446,129N04143,65
5447,129N04144,65
5448,129N04145,65
5449,129N04177,40
5450,129N04178,60
5451,129N04179,60
5452,129N04180,60
5453,129N04181,60
5454,129N04182,60
5455,129N04183,60
5456,129N04184,60
5457,129N04185,60
5458,129N04186,60
5459,129N04187,60
5460,129N04188,60
5461,129N04189,60
5462,129N04190,60
5463,129N04191,60
5464,129N04192,55
5465,129N04193,55
5466,129N04194,55
5467,129N04195,55
5468,129N04243,55
5469,129N04244,55
5470,129N04245,55
5471,129N04246,55
5472,129N04247,55
5473,129N04248,55
5474,129N04249,55
5475,129N04250,55
5476,129N04251,55
5477,129N04252,55
5478,129N04253,55
5479,129N04254,55
5480,129N04263,55
5481,129N04264,55
5482,129N04265,55
5483,129N04268,55
5484,129N04269,55
5485,129N04270,55
5486,129N04271,55
5487,129N04273,65
5488,129N04274,65
5489,129N04275,65
5490,129N04276,65
5491,129N04277,65
5492,129N04278,65
5493,129N04279,65
5494,129N04280,65
5495,129N04281,65
5496,129N04282,65
5497,129N04283,65
5498,129N04284,65
5499,129N04285,65
5500,129N04286,65
5501,129N04287,65
5502,129N04288,65
5503,129N04289,65
5504,129N04290,65
5505,129N04291,65
5506,129N04292,65
5507,129N04293,65
5508,129N04294,65
5509,129N04295,65
5510,129N04296,65
5511,129N04297,65
5512,129N04298,65
5513,129N04299,65
5514,129N04300,65
5515,129N04301,65
5516,129N04302,65
5517,129N04303,65
5518,129N04304,65
5519,129N04305,65
5520,129N04306,65
5521,129N04307,65
5522,129N04308,65
5523,129N04309,65
5524,129N04310,65
5525,129N04311,55
5526,129N04312,55
5527,129N04313,55
5528,129N04314,55
5529,129N04315,65
5530,129N04316,65
5531,129N04317,65
5532,129N04318,65
5533,129N04319,65
5534,129N04320,65
5535,129N04321,65
5536,129N04322,65
5537,129N04323,65
5538,129N04324,65
5539,129N04325,65
5540,129N04326,55
5541,129N04327,55
5542,129N04328,55
5543,129N04329,55
5544,129N04331,55
5545,129N04332,55
5546,129N04333,55
5547,129N04334,55
5548,129N04335,55
5549,129N04336,55
5550,129N04337,55
5551,129N04338,55
5552,129N04400,50
5553,129N04401,55
5554,129N04402,55
5555,129N04403,55
5556,129N04404,55
5557,129N04405,55
5558,129N04406,55
5559,129N04407,55
5560,129N04408,55
5561,129N04409,30
5562,129N04410,45
5563,129N04411,15
5564,129N04412,15
5565,129N04413,45
5566,129N04414,50
5567,129N04415,50
5568,129N04416,50
5569,129N04417,50
5570,129N04418,55
5571,129N04419,55
5572,129N04420,50
5573,129N04421,50
5574,129N04442,65
5575,129N04443,65
5576,129N04444,65
5577,129N04445,65
5578,129N04446,65
5579,129N04447,65
5580,129N04448,65
5581,129N04449,65
5582,129N04450,65
5583,129N04451,50
5584,129N04460,65
5585,129N04461,65
5586,129N04462,65
5587,129N04479,55
5588,129N04480,55
5589,129N04481,55
5590,129N04613,65
5591,129N04614,65
5592,129N04615,40
5593,129N04623,65
5594,129N04624,65
5595,129N04625,65
5596,129N04626,65
5597,129N04627,65
5598,129N04628,65
5599,129N04638,55
5600,129N04639,55
5601,129N04640,55
5602,129N04641,55
5603,129N04642,55
5604,129N04643,55
5605,129N04644,55
5606,129N04663,55
5607,129N04664,55
5608,129N04665,55
5609,129N04666,55
5610,129N04667,55
5611,129N04743,55
5612,129N04744,55
5613,129N04745,45
5614,129N04746,45
5615,129N04747,45
5616,129N04747,45
5617,129N04750,45
5618,129N04750,45
5619,129N04751,40
5620,129N04751,40
5621,129N04754,55
5622,129N04756,55
5623,129N04770,50
5624,129N04771,50
5625,129N04772,50
5626,129N04773,50
5627,129N04774,50
5628,129N04775,50
5629,129N04776,50
5630,129N04778,50
5631,129N04779,50
5632,129N04782,50
5633,129N04782,50
5634,129N04783,50
5635,129N04784,50
5636,129N04785,45
5637,129N04786,45
5638,129N04787,40
5639,129N04788,45
5640,129N04791,50
5641,129N04793,45
5642,129N04797,45
5643,129N04798,45
5644,129N04800,45
5645,129N04801,45
5646,129N04802,30
5647,129N04803,50
5648,129N04804,50
5649,129N04808,45
5650,129N04809,45
5651,129N04810,45
5652,129N04812,45
5653,129N04813,45
5654,129N04814,50
5655,129N04815,50
5656,129N04816,40
5657,129N04817,45
5658,129N04819,40
5659,129N04820,50
5660,129N04823,40
5661,129N04824,40
5662,129N04826,50
5663,129N04827,50
5664,129N04832,45
5665,129N04833,50
5666,129N04835,45
5667,129N04837,35
5668,129N04840,30
5669,129N04921,40
5670,129N05316,40
5671,129N05318,40
5672,129N05319,35
5673,129N05320,25
5674,129N05322,45
5675,129N05323,30
5676,129N05324,35
5677,129N05367,40
5678,129N05369,25
5679,129N05371,40
5680,129N05375,30
5681,129N05378,40
